name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
hyderabad,11/1/2024,30,18,23.9,29.2,18,23.8,14.5,58,0,0,0,,0,0,19.4,14.6,103,1017.8,42.1,4.8,220.9,19.2,8,10,1/11/2024 6:48,1/11/2024 17:58,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,12/1/2024,29.6,18.1,24,29.4,18.1,24.1,15.6,61.1,0,0,0,,0,0,17.3,9.9,103.4,1017.1,20.6,4.2,225.3,19.4,8,10,1/12/2024 6:49,1/12/2024 17:59,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,13-01-2024,30.4,18,24.5,29.9,18,24.4,16.2,63.1,0,0,0,,0,0,14.4,9.5,71.8,1017.3,36.8,3.5,230.6,19.7,8,10,1/13/2024 6:49,1/13/2024 17:59,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,14-01-2024,32.8,18,24.8,31.5,18,24.5,14.5,57.1,0,0,0,,0,0,15.8,10.3,76.4,1016.7,23.6,4.2,234.6,20.3,8,10,1/14/2024 6:49,1/14/2024 18:00,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,15-01-2024,30.5,18,24.5,29.8,18,24.3,15.2,59.2,0,0,0,,0,0,16.6,12.2,93.3,1015.6,23.9,4.3,234.5,20.3,8,10,1/15/2024 6:49,1/15/2024 18:01,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,16-01-2024,30.8,18,24.2,30.2,18,24.1,16.5,65.2,0,0,0,,0,0,29.5,12.1,110.6,1014.1,42.4,4,234.2,20.1,8,10,1/16/2024 6:49,1/16/2024 18:01,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,17-01-2024,30.8,18,24,30.2,18,23.9,15.2,60.4,0,0,0,,0,0,29.5,13,123,1013.5,31.3,4.4,234.5,20.1,8,10,1/17/2024 6:49,1/17/2024 18:02,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,18-01-2024,30.8,18.9,24,29.9,18.9,23.9,14.3,56.5,0,0,0,,0,0,29.2,11.2,133.3,1014.9,53.8,4.9,228.2,19.7,8,10,1/18/2024 6:49,1/18/2024 18:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,19-01-2024,30.8,17.1,24.1,30.2,17.1,24,15.3,61.1,0,0,0,,0,0,28.1,11.4,113.3,1015.2,56.8,4.6,236.7,20.6,8,10,1/19/2024 6:49,1/19/2024 18:03,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,20-01-2024,30,19.8,24,29.4,19.8,23.9,15.6,61,0,0,0,,0,0,29.9,14.8,114.7,1016.1,48.6,4.9,155.5,13.4,8,10,1/20/2024 6:49,1/20/2024 18:04,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,21-01-2024,30.9,19,24.7,30.1,19,24.6,16.1,61.5,0,0,0,,0,0,31.7,11.2,128.5,1016,57.6,5.2,235,20.2,8,10,1/21/2024 6:49,1/21/2024 18:04,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,22-01-2024,30.9,19.9,24.9,30.3,19.9,25,17.1,64.6,0,0,0,,0,0,28.1,12.8,117,1016.8,49.4,4.8,236.5,20.4,8,10,1/22/2024 6:49,1/22/2024 18:05,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
hyderabad,23-01-2024,30.8,19,25,29.9,19,24.8,16,61.1,0,0,0,,0,0,29.2,17.1,157.7,1015.7,42.7,5,229,19.9,8,10,1/23/2024 6:49,1/23/2024 18:06,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,24-01-2024,30.8,19,24.8,30.2,19,24.8,17,64.7,0,0,0,rain,0,0,20.5,17.5,133.7,1015.7,53.9,4.9,197,16.9,8,10,1/24/2024 6:49,1/24/2024 18:06,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,25-01-2024,28,18.5,23.5,27.7,18.5,23.5,15.5,62.9,0.1,100,4.17,rain,0,0,25.2,18.2,69.4,1018,40.2,4.1,242.5,21.1,9,10,1/25/2024 6:49,1/25/2024 18:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,26-01-2024,29.1,17,23.1,29.1,17,23.2,15.1,61.7,0,0,0,,0,0,24.8,13,89,1019.6,34.1,4.8,237,20.6,8,10,1/26/2024 6:49,1/26/2024 18:07,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,27-01-2024,28.1,17.5,22.9,28.1,17.5,23,16.4,68.2,0,0,0,,0,0,22.7,13.9,88.1,1019.8,46.9,4.2,244.4,21.3,9,10,1/27/2024 6:49,1/27/2024 18:08,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,28-01-2024,29,16.1,22.7,27.7,16.1,22.5,13,58.7,0,0,0,,0,0,20.9,14.8,101.4,1019.5,33.6,4.4,255.2,22.2,9,10,1/28/2024 6:49,1/28/2024 18:08,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,29-01-2024,28.8,17,22.5,28.5,17,22.5,14.4,62,0,0,0,,0,0,21.2,12.9,113,1018.6,34.5,4.6,246.8,21.2,9,10,1/29/2024 6:48,1/29/2024 18:09,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,30-01-2024,29.5,16.5,23.1,28.4,16.5,22.9,13.2,56.8,0,0,0,,0,0,27,11.7,103.7,1017.3,46.6,4.7,249.1,21.4,9,10,1/30/2024 6:48,1/30/2024 18:10,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,31-01-2024,31.1,17.5,24,29.2,17.5,23.6,12.3,54,0,0,0,,0,0,29.2,13.2,125.9,1016.5,25.5,5.5,246.8,21.4,9,10,1/31/2024 6:48,1/31/2024 18:10,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,1/2/2024,31.8,18,24.2,30.1,18,23.9,13,54.5,0,0,0,,0,0,27.4,14.8,164.2,1016.3,18.8,5.3,250.9,21.6,9,10,2/1/2024 6:48,2/1/2024 18:11,0.71,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2/2/2024,32.1,19,25.3,31.3,19,25.3,16.6,62,0,0,0,,0,0,31.3,12.1,130.5,1016.5,42.2,5,251.7,21.9,9,10,2/2/2024 6:48,2/2/2024 18:11,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,3/2/2024,30,21,24.9,30.2,21,25.1,17.8,66.2,0,0,0,,0,0,24.8,16.6,80.4,1017.8,43,4.9,248.9,21.4,9,10,2/3/2024 6:47,2/3/2024 18:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,4/2/2024,31,19.9,25.2,30.9,19.9,25.2,17,62.9,0,0,0,,0,0,28.4,14.5,93.7,1019,35.3,4.9,253.6,22,9,10,2/4/2024 6:47,2/4/2024 18:12,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,5/2/2024,33,19,26.4,32.4,19,26.5,16.9,59,0,0,0,,0,0,33.1,13,129.5,1018.6,30.2,5.3,253.3,22,9,10,2/5/2024 6:47,2/5/2024 18:13,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,6/2/2024,33.9,20,27.4,32.9,20,27.3,16.6,55.4,0,0,0,,0,0,29.2,14.6,122.5,1018.1,14.8,5.3,253.2,21.9,9,10,2/6/2024 6:46,2/6/2024 18:13,0.88,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,7/2/2024,34.9,20.1,27.7,33.7,20.1,27.5,16.2,53.5,0,0,0,,0,0,20.9,11,134.9,1017.4,35.9,6.2,255.3,22.2,9,10,2/7/2024 6:46,2/7/2024 18:14,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
hyderabad,8/2/2024,33.9,22,27.3,34,22,27.5,17,55.2,0,0,0,,0,0,32.4,14.8,64.3,1017.2,42.2,5.1,254.9,22,9,10,2/8/2024 6:46,2/8/2024 18:14,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,9/2/2024,33.1,19,25.9,32.6,19,25.9,15.9,56.3,0,0,0,,0,0,27.7,19.4,96.9,1017.5,33.7,5.3,260.8,22.4,9,10,2/9/2024 6:45,2/9/2024 18:15,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,10/2/2024,31.9,20,25.7,32.4,20,26.2,18.7,66.8,0,0,0,,0,0,35.6,26.6,122,1018.3,42.8,4.9,188.2,16.2,9,10,2/10/2024 6:45,2/10/2024 18:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,11/2/2024,31.5,21,25.6,31.9,21,25.8,18.2,65.8,0,0,0,,0,0,36,19.4,122.5,1018.7,35.8,5.1,259.5,22.2,9,10,2/11/2024 6:45,2/11/2024 18:15,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999"
hyderabad,12/2/2024,31.3,19,24.7,30.2,19,24.5,15.9,61.7,0,0,0,,0,0,36.7,21.4,119.9,1018.4,34.5,5.8,263.3,22.7,9,10,2/12/2024 6:44,2/12/2024 18:16,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43128599999,VOHS,43128099999,remote"
hyderabad,13-02-2024,32.9,18,24.8,30.9,18,24.5,14.9,59.3,0,0,0,,0,0,35.3,24.1,122.7,1018,39.3,5.7,265.5,22.9,9,10,2/13/2024 6:44,2/13/2024 18:16,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,14-02-2024,32.1,19,25.4,31.2,19,25.2,16.1,60.1,0,0,0,,0,0,32,18.4,118.1,1017.5,39.2,5.6,258.1,22.3,9,10,2/14/2024 6:43,2/14/2024 18:17,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,15-02-2024,31,18,24.9,30.1,18,24.7,14.6,55.7,0,0,0,,0,0,28.8,16.2,107.2,1017.5,27.5,5.6,261.6,22.7,9,10,2/15/2024 6:43,2/15/2024 18:17,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,16-02-2024,31.1,16,24.5,29.3,16,23.9,9.9,43.9,0,0,0,,0,0,29.2,15,110.8,1018.2,13.4,5.8,275,23.7,9,10,2/16/2024 6:42,2/16/2024 18:18,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,17-02-2024,33.8,17.5,25.6,31.4,17.5,24.7,7.6,37.6,0,0,0,,0,0,28.4,13.2,125.7,1016.7,12.1,6.2,278,23.9,9,10,2/17/2024 6:42,2/17/2024 18:18,0.25,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,18-02-2024,33.9,18.1,26.4,31.5,18.1,25.6,8.7,37.7,0,0,0,,0,0,31,16.6,137,1015.1,1.9,6.1,278,24,9,10,2/18/2024 6:41,2/18/2024 18:18,0.29,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,19-02-2024,33.9,18,26.2,31.9,18,25.6,11.7,44.7,0,0,0,,0,0,36.7,19.4,117.6,1015.3,24.6,6,275.7,23.9,9,10,2/19/2024 6:41,2/19/2024 18:19,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,20-02-2024,33.9,20,26.8,32.9,20,26.4,13.5,46.7,0,0,0,,0,0,31,14.8,158.6,1014.6,40.3,5.7,274.4,23.9,9,10,2/20/2024 6:40,2/20/2024 18:19,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,21-02-2024,34.8,20.5,27.5,33.6,20.5,27.1,13.9,45.7,0,0,0,,0,0,30.6,16.7,190.9,1013.3,37.1,5.6,275.9,23.9,9,10,2/21/2024 6:40,2/21/2024 18:19,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,22-02-2024,33.9,19,26.8,31.9,19,26.1,12.1,43.8,0,0,0,,0,0,29.5,16,354,1013.6,20,5.7,279.9,24.1,10,10,2/22/2024 6:39,2/22/2024 18:20,0.42,Clear,Partly cloudy throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,23-02-2024,32.9,21,26.4,31.3,21,26,13.6,48.5,0,0,0,,0,0,17.6,17.8,43.6,1014.2,19,5.8,279.9,24.3,10,10,2/23/2024 6:38,2/23/2024 18:20,0.46,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,24-02-2024,32.1,22,26.8,34.1,22,27.5,19.2,64.7,0,0,0,rain,0,0,26.3,16.6,113.7,1013.4,59,4.6,274.3,23.9,9,10,2/24/2024 6:38,2/24/2024 18:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,25-02-2024,31.9,21,26.4,32.7,21,26.8,19,66.1,2,100,16.67,rain,0,0,38.9,24.1,122.4,1013.6,48.3,5.3,169,14.7,9,10,2/25/2024 6:37,2/25/2024 18:21,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,26-02-2024,30,21,25.4,31,21,25.8,18.1,65.1,0,0,0,,0,0,41.4,23.2,113.3,1015.1,42,5.5,261,22.5,9,10,2/26/2024 6:36,2/26/2024 18:21,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,27-02-2024,33.8,20,26.2,32.6,20,26,16.2,57.9,0,0,0,,0,0,35.6,20.5,119.8,1015.9,16.4,5.7,284.3,24.7,10,10,2/27/2024 6:36,2/27/2024 18:21,0.59,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,28-02-2024,33,20,26.7,31.9,20,26.2,13.9,50.4,0,0,0,,0,0,31,15.7,108.2,1014.6,3.1,6.7,282.3,24.4,10,10,2/28/2024 6:35,2/28/2024 18:22,0.63,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
hyderabad,29-02-2024,33,20.5,27.3,32.2,20.5,27,14.8,49,0,0,0,,0,0,23,17.1,113.3,1015.3,13.9,6.1,258.3,22.2,10,10,2/29/2024 6:34,2/29/2024 18:22,0.66,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,1/3/2024,34,21.5,28.1,32.7,21.5,27.6,13.5,43.5,0,0,0,,0,0,23.8,16.5,111.7,1015.9,21.3,6.3,284.7,24.6,10,10,3/1/2024 6:34,3/1/2024 18:22,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2/3/2024,36.7,21,28.7,34.7,21,27.9,12,39.5,0,0,0,,0,0,29.5,18.4,166.9,1014.9,21.7,6.2,289.9,25.1,10,10,3/2/2024 6:33,3/2/2024 18:23,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,3/3/2024,34.4,22,28.2,33.3,22,27.8,15.1,47.8,0,0,0,,0,0,37.1,18.4,155.6,1013.7,39.7,5.6,290.3,25.1,10,10,3/3/2024 6:32,3/3/2024 18:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,4/3/2024,34.8,21,27.9,34.1,21,27.8,15.5,49.2,0,0,0,,0,0,23,13.1,124.6,1013.9,34.9,5.9,241.8,21,10,10,3/4/2024 6:32,3/4/2024 18:23,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,5/3/2024,34.5,21,27.9,33.4,21,27.6,14.9,48.2,0,0,0,,0,0,27.4,13.2,103.8,1014.3,21.4,5.8,285.2,24.6,10,10,3/5/2024 6:31,3/5/2024 18:23,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,6/3/2024,36.8,23,29.7,35.1,23,29.1,14.8,45.1,0,0,0,,0,0,33.1,16.6,156.7,1013.6,39.2,5.9,244.3,21.1,10,10,3/6/2024 6:30,3/6/2024 18:24,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,7/3/2024,35.8,23,29.6,34.5,23,29.3,15.2,45,0,0,0,,0,0,38.9,16.6,116.8,1013,38.8,5.7,295.3,25.3,10,10,3/7/2024 6:30,3/7/2024 18:24,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,8/3/2024,35.4,23.5,29.1,34.3,23.5,29.2,16.7,49.7,0,0,0,,0,0,28.1,15.1,93.9,1013.9,33.2,5.8,298.6,26,10,10,3/8/2024 6:29,3/8/2024 18:24,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,9/3/2024,34.9,22,28.9,33.8,22,28.9,16.4,50.2,0,0,0,,0,0,24.5,14.8,95,1014.2,38.8,6,295.3,25.5,10,10,3/9/2024 6:28,3/9/2024 18:24,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,10/3/2024,34.9,22.5,28.2,34.7,22.5,28.7,18.9,59.6,0,0,0,,0,0,31,19.4,113.1,1015.6,42.7,5.8,266.6,23,10,10,3/10/2024 6:27,3/10/2024 18:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,11/3/2024,34.9,23,28.7,33.9,23,28.6,16,48.8,0,0,0,,0,0,31.7,14.8,127.5,1016.8,46,5.7,296.5,25.6,10,10,3/11/2024 6:27,3/11/2024 18:25,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,12/3/2024,36.8,23,29.7,36.8,23,30,17.4,50.8,0,0,0,,0,0,29.5,18.4,149.8,1015.4,41.4,5.7,294,25.5,10,10,3/12/2024 6:26,3/12/2024 18:25,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,13-03-2024,37.5,25,31.1,37.4,25,31.4,16.9,45.3,0,0,0,,0,0,34.2,14.8,180.6,1013.7,49.4,5.9,287.3,24.8,10,10,3/13/2024 6:25,3/13/2024 18:25,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,14-03-2024,35.9,23.5,29.5,35.9,23.5,29.9,18.2,53.8,0,0,0,,0,0,25.2,14.8,69.6,1014.1,50.6,5.7,298.5,25.6,10,10,3/14/2024 6:24,3/14/2024 18:25,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,15-03-2024,34.9,23,28.4,36,23,29,18.5,57.1,0,0,0,,0,0,32.4,15.3,99.1,1013.3,59.2,5.4,299,25.8,10,10,3/15/2024 6:24,3/15/2024 18:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,16-03-2024,34,22,27.7,35.8,22,28.5,19.4,62.4,0,0,0,,0,0,41,18.4,110.4,1013.7,44.7,5.2,241.4,21,10,10,3/16/2024 6:23,3/16/2024 18:26,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,17-03-2024,33,23,27.7,35.1,23,28.6,19.5,62.6,0,0,0,,0,0,38.2,17.5,102.9,1014.4,75.3,5.4,280.1,24.2,10,10,3/17/2024 6:22,3/17/2024 18:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,18-03-2024,33.9,23,28.5,35.6,23,29.3,18.6,56.6,0,0,0,,0,0,35.3,16.6,112.5,1013.6,72.6,5.8,125.5,10.8,10,10,3/18/2024 6:21,3/18/2024 18:26,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,19-03-2024,34,23,28.2,32.9,23,28.6,17.6,54.7,0,0,0,,0,0,35.6,14.8,121,1013.3,69.4,5.5,200.2,17.2,10,10,3/19/2024 6:20,3/19/2024 18:27,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,20-03-2024,31,20.5,25.9,30.5,20.5,26.1,17.9,63.2,0,0,0,,0,0,40.7,17.9,85.4,1014.4,53.5,5.6,259,22.4,10,10,3/20/2024 6:20,3/20/2024 18:27,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
